"","Subject_ID","Age","Gender","Session","Trial","Advisor","stm_Coh","stm_Dir","Decicion_1","Confidence_1","RT_1","Accuracy_1","Score_1","Score_2","Decision_2","Confidence_2","RT_2","Accuracy_2","avd_Decision","adv_Confidence","adv_Accuracy","Benefit","abs_conf_1","Calibration","mean_Susceptibility"
"2791",12,22,1,2,151,2,0.044169,0,0,-0.8,696,1,92,68,0,-0.6,2806,1,1,0.7,0,-24,0.8,0.441989270652762,0.100550136894859
"2792",12,22,1,2,152,2,0.044169,0,0,-0.9,1335,1,98,98,0,-0.9,3476,1,0,-0.7,1,0,0.9,0.441989270652762,0.100550136894859
"2793",12,22,1,2,153,2,0.044169,1,0,-0.7,603,0,2,68,1,0.6,6183,1,1,0.9,1,66,0.7,0.441989270652762,0.100550136894859
"2794",12,22,1,2,154,2,0.044169,1,1,0.7,739,1,82,28,0,-0.6,5530,0,0,-0.8,0,-54,0.7,0.441989270652762,0.100550136894859
"2795",12,22,1,2,155,2,0.044169,0,0,-0.9,1854,1,98,100,0,-1,3839,1,0,-0.7,1,2,0.9,0.441989270652762,0.100550136894859
"2796",12,22,1,2,156,2,0.044169,0,0,-0.6,847,1,68,68,0,-0.6,3487,1,0,-0.6,1,0,0.6,0.441989270652762,0.100550136894859
"2797",12,22,1,2,157,2,0.044169,0,1,0.7,608,0,2,68,0,-0.6,3113,1,0,-0.9,1,66,0.7,0.441989270652762,0.100550136894859
"2798",12,22,1,2,158,2,0.044169,0,1,0.6,502,0,28,68,0,-0.6,3492,1,0,-1,1,40,0.6,0.441989270652762,0.100550136894859
"2799",12,22,1,2,159,2,0.044169,0,0,-0.8,1045,1,92,100,0,-1,2791,1,0,-0.8,1,8,0.8,0.441989270652762,0.100550136894859
"2800",12,22,1,2,160,2,0.044169,1,0,-0.8,1011,0,-28,-28,0,-0.8,3206,0,0,-0.6,0,0,0.8,0.441989270652762,0.100550136894859
"2801",12,22,1,2,161,2,0.044169,0,0,-1,1043,1,100,100,0,-1,2363,1,0,-0.8,1,0,1,0.441989270652762,0.100550136894859
"2802",12,22,1,2,162,2,0.044169,1,1,0.8,874,1,92,100,1,1,2744,1,1,0.9,1,8,0.8,0.441989270652762,0.100550136894859
"2803",12,22,1,2,163,2,0.044169,0,0,-0.9,852,1,98,92,0,-0.8,4092,1,1,0.7,0,-6,0.9,0.441989270652762,0.100550136894859
"2804",12,22,1,2,164,2,0.044169,1,0,-1,1077,0,-100,-28,0,-0.8,4033,0,1,0.8,1,72,1,0.441989270652762,0.100550136894859
"2805",12,22,1,2,165,2,0.044169,1,0,-0.8,1051,0,-28,2,0,-0.7,3411,0,1,0.6,1,30,0.8,0.441989270652762,0.100550136894859
"2806",12,22,1,2,166,2,0.044169,1,1,0.8,749,1,92,100,1,1,2994,1,1,1,1,8,0.8,0.441989270652762,0.100550136894859
"2807",12,22,1,2,167,2,0.044169,0,0,-1,1231,1,100,100,0,-1,3356,1,1,0.6,0,0,1,0.441989270652762,0.100550136894859
"2808",12,22,1,2,168,2,0.044169,0,0,-1,951,1,100,100,0,-1,2596,1,0,-0.7,1,0,1,0.441989270652762,0.100550136894859
"2809",12,22,1,2,169,2,0.044169,0,0,-0.9,834,1,98,98,0,-0.9,2849,1,0,-0.6,1,0,0.9,0.441989270652762,0.100550136894859
"2810",12,22,1,2,170,2,0.044169,0,0,-1,1355,1,100,100,0,-1,2800,1,0,-0.9,1,0,1,0.441989270652762,0.100550136894859
"2811",12,22,1,2,171,2,0.044169,1,0,-0.8,859,0,-28,68,1,0.6,8795,1,1,1,1,96,0.8,0.441989270652762,0.100550136894859
"2812",12,22,1,2,172,2,0.044169,0,0,-0.8,627,1,92,100,0,-1,2752,1,0,-0.7,1,8,0.8,0.441989270652762,0.100550136894859
"2813",12,22,1,2,173,2,0.044169,1,0,-0.9,872,0,-62,28,0,-0.6,5138,0,1,0.9,1,90,0.9,0.441989270652762,0.100550136894859
"2814",12,22,1,2,174,2,0.044169,1,0,-0.8,591,0,-28,-62,0,-0.9,3091,0,0,-0.6,0,-34,0.8,0.441989270652762,0.100550136894859
"2815",12,22,1,2,175,2,0.044169,0,0,-0.7,572,1,82,28,1,0.6,2722,0,1,0.8,0,-54,0.7,0.441989270652762,0.100550136894859
"2816",12,22,1,2,176,2,0.044169,1,1,0.6,679,1,68,92,1,0.8,2624,1,1,0.9,1,24,0.6,0.441989270652762,0.100550136894859
"2817",12,22,1,2,177,2,0.044169,0,0,-0.6,653,1,68,92,0,-0.8,2668,1,0,-1,1,24,0.6,0.441989270652762,0.100550136894859
"2818",12,22,1,2,178,2,0.044169,0,0,-0.8,732,1,92,98,0,-0.9,2683,1,0,-0.6,1,6,0.8,0.441989270652762,0.100550136894859
"2819",12,22,1,2,179,2,0.044169,0,0,-0.8,825,1,92,82,0,-0.7,4145,1,1,0.7,0,-10,0.8,0.441989270652762,0.100550136894859
"2820",12,22,1,2,180,2,0.044169,1,0,-0.6,561,0,28,68,1,0.6,2826,1,1,0.9,1,40,0.6,0.441989270652762,0.100550136894859
"2821",12,22,1,2,181,2,0.044169,0,0,-0.7,552,1,82,28,1,0.6,3602,0,1,0.7,0,-54,0.7,0.441989270652762,0.100550136894859
"2822",12,22,1,2,182,2,0.044169,0,0,-0.8,875,1,92,92,0,-0.8,2885,1,1,0.7,0,0,0.8,0.441989270652762,0.100550136894859
"2823",12,22,1,2,183,2,0.044169,1,0,-0.7,665,0,2,-28,0,-0.8,2600,0,0,-0.6,0,-30,0.7,0.441989270652762,0.100550136894859
"2824",12,22,1,2,184,2,0.044169,1,1,0.6,525,1,68,28,0,-0.6,5420,0,0,-0.9,0,-40,0.6,0.441989270652762,0.100550136894859
"2825",12,22,1,2,185,2,0.044169,0,0,-0.7,772,1,82,68,0,-0.6,4573,1,1,0.8,0,-14,0.7,0.441989270652762,0.100550136894859
"2826",12,22,1,2,186,2,0.044169,1,0,-0.7,565,0,2,68,1,0.6,3605,1,1,0.9,1,66,0.7,0.441989270652762,0.100550136894859
"2827",12,22,1,2,187,2,0.044169,0,1,0.6,559,0,28,68,0,-0.6,3119,1,0,-0.8,1,40,0.6,0.441989270652762,0.100550136894859
"2828",12,22,1,2,188,2,0.044169,0,0,-0.7,641,1,82,100,0,-1,2531,1,0,-0.9,1,18,0.7,0.441989270652762,0.100550136894859
"2829",12,22,1,2,189,2,0.044169,1,1,0.6,630,1,68,28,0,-0.6,2955,0,0,-0.8,0,-40,0.6,0.441989270652762,0.100550136894859
"2830",12,22,1,2,190,2,0.044169,0,1,0.7,746,0,2,68,0,-0.6,3601,1,0,-0.7,1,66,0.7,0.441989270652762,0.100550136894859
"2831",12,22,1,2,191,2,0.044169,1,1,0.7,543,1,82,28,0,-0.6,2983,0,0,-0.7,0,-54,0.7,0.441989270652762,0.100550136894859
"2832",12,22,1,2,192,2,0.044169,1,1,0.9,807,1,98,98,1,0.9,2587,1,1,0.6,1,0,0.9,0.441989270652762,0.100550136894859
"2833",12,22,1,2,193,2,0.044169,0,1,0.9,859,0,-62,28,1,0.6,3779,0,0,-0.9,1,90,0.9,0.441989270652762,0.100550136894859
"2834",12,22,1,2,194,2,0.044169,1,1,0.9,793,1,98,100,1,1,2563,1,1,1,1,2,0.9,0.441989270652762,0.100550136894859
"2835",12,22,1,2,195,2,0.044169,1,1,1,975,1,100,100,1,1,2395,1,1,0.9,1,0,1,0.441989270652762,0.100550136894859
"2836",12,22,1,2,196,2,0.044169,1,1,0.7,596,1,82,2,0,-0.7,3181,0,0,-0.7,0,-80,0.7,0.441989270652762,0.100550136894859
"2837",12,22,1,2,197,2,0.044169,0,1,0.7,549,0,2,-62,1,0.9,2764,0,1,0.7,0,-64,0.7,0.441989270652762,0.100550136894859
"2838",12,22,1,2,198,2,0.044169,0,1,0.6,611,0,28,68,0,-0.6,2411,1,0,-0.8,1,40,0.6,0.441989270652762,0.100550136894859
"2839",12,22,1,2,199,2,0.044169,0,1,0.7,823,0,2,-62,1,0.9,2678,0,1,0.8,0,-64,0.7,0.441989270652762,0.100550136894859
"2840",12,22,1,2,200,2,0.044169,1,1,0.9,1031,1,98,82,1,0.7,3647,1,0,-0.6,0,-16,0.9,0.441989270652762,0.100550136894859
"2841",12,22,1,2,201,2,0.044169,1,1,0.9,1212,1,98,92,1,0.8,3827,1,1,0.6,1,-6,0.9,0.441989270652762,0.100550136894859
"2842",12,22,1,2,202,2,0.044169,1,1,0.7,632,1,82,82,1,0.7,2412,1,1,0.6,1,0,0.7,0.441989270652762,0.100550136894859
"2843",12,22,1,2,203,2,0.044169,1,1,0.8,649,1,92,100,1,1,2544,1,1,0.8,1,8,0.8,0.441989270652762,0.100550136894859
"2844",12,22,1,2,204,2,0.044169,0,0,-0.6,579,1,68,82,0,-0.7,2274,1,0,-1,1,14,0.6,0.441989270652762,0.100550136894859
"2845",12,22,1,2,205,2,0.044169,0,1,0.6,855,0,28,98,0,-0.9,3921,1,0,-1,1,70,0.6,0.441989270652762,0.100550136894859
"2846",12,22,1,2,206,2,0.044169,1,0,-0.9,1573,0,-62,-100,0,-1,3148,0,0,-1,0,-38,0.9,0.441989270652762,0.100550136894859
"2847",12,22,1,2,207,2,0.044169,1,1,0.9,841,1,98,92,1,0.8,2696,1,1,0.6,1,-6,0.9,0.441989270652762,0.100550136894859
"2848",12,22,1,2,208,2,0.044169,0,0,-0.7,715,1,82,82,0,-0.7,2340,1,0,-0.7,1,0,0.7,0.441989270652762,0.100550136894859
"2849",12,22,1,2,209,2,0.044169,0,1,0.7,770,0,2,82,0,-0.7,3755,1,0,-0.8,1,80,0.7,0.441989270652762,0.100550136894859
"2850",12,22,1,2,210,2,0.044169,0,1,0.7,510,0,2,82,0,-0.7,3111,1,0,-0.8,1,80,0.7,0.441989270652762,0.100550136894859
"2851",12,22,1,2,211,2,0.044169,0,1,0.8,723,0,-28,28,1,0.6,3923,0,0,-0.8,1,56,0.8,0.441989270652762,0.100550136894859
"2852",12,22,1,2,212,2,0.044169,0,1,0.6,1673,0,28,82,0,-0.7,3849,1,0,-0.7,1,54,0.6,0.441989270652762,0.100550136894859
"2853",12,22,1,2,213,2,0.044169,1,1,0.6,536,1,68,82,1,0.7,2191,1,1,0.7,1,14,0.6,0.441989270652762,0.100550136894859
"2854",12,22,1,2,214,2,0.044169,1,1,0.9,918,1,98,92,1,0.8,2863,1,1,0.6,1,-6,0.9,0.441989270652762,0.100550136894859
"2855",12,22,1,2,215,2,0.044169,0,0,-0.6,836,1,68,68,0,-0.6,2341,1,0,-0.6,1,0,0.6,0.441989270652762,0.100550136894859
"2856",12,22,1,2,216,2,0.044169,0,1,0.8,1085,0,-28,28,1,0.6,3790,0,0,-0.9,1,56,0.8,0.441989270652762,0.100550136894859
"2857",12,22,1,2,217,2,0.044169,1,0,-0.6,1873,0,28,68,1,0.6,3594,1,1,0.9,1,40,0.6,0.441989270652762,0.100550136894859
"2858",12,22,1,2,218,2,0.044169,0,1,0.6,931,0,28,100,0,-1,3736,1,0,-1,1,72,0.6,0.441989270652762,0.100550136894859
"2859",12,22,1,2,219,2,0.044169,0,0,-0.6,658,1,68,98,0,-0.9,3453,1,0,-0.8,1,30,0.6,0.441989270652762,0.100550136894859
"2860",12,22,1,2,220,2,0.044169,1,1,0.6,666,1,68,100,1,1,2706,1,1,1,1,32,0.6,0.441989270652762,0.100550136894859
"2861",12,22,1,2,221,2,0.044169,1,1,0.6,678,1,68,68,1,0.6,2133,1,1,0.6,1,0,0.6,0.441989270652762,0.100550136894859
"2862",12,22,1,2,222,2,0.044169,1,1,0.7,763,1,82,98,1,0.9,3068,1,1,0.8,1,16,0.7,0.441989270652762,0.100550136894859
"2863",12,22,1,2,223,2,0.044169,1,1,0.6,663,1,68,68,1,0.6,2718,1,1,0.7,1,0,0.6,0.441989270652762,0.100550136894859
"2864",12,22,1,2,224,2,0.044169,1,1,0.6,454,1,68,92,1,0.8,2334,1,1,0.8,1,24,0.6,0.441989270652762,0.100550136894859
"2865",12,22,1,2,225,2,0.044169,0,1,0.9,914,0,-62,68,0,-0.6,4694,1,0,-0.9,1,130,0.9,0.441989270652762,0.100550136894859
"2866",12,22,1,2,226,2,0.044169,0,1,0.8,668,0,-28,100,0,-1,3573,1,0,-1,1,128,0.8,0.441989270652762,0.100550136894859
"2867",12,22,1,2,227,2,0.044169,0,0,-0.6,466,1,68,92,0,-0.8,2347,1,0,-0.8,1,24,0.6,0.441989270652762,0.100550136894859
"2868",12,22,1,2,228,2,0.044169,1,1,1,995,1,100,100,1,1,2300,1,1,1,1,0,1,0.441989270652762,0.100550136894859
"2869",12,22,1,2,229,2,0.044169,1,1,0.9,826,1,98,98,1,0.9,2161,1,1,0.9,1,0,0.9,0.441989270652762,0.100550136894859
"2870",12,22,1,2,230,2,0.044169,1,1,1,993,1,100,100,1,1,2763,1,1,0.7,1,0,1,0.441989270652762,0.100550136894859
"2871",12,22,1,2,231,2,0.044169,0,1,0.7,507,0,2,82,0,-0.7,2852,1,0,-0.9,1,80,0.7,0.441989270652762,0.100550136894859
"2872",12,22,1,2,232,2,0.044169,0,1,0.7,620,0,2,28,1,0.6,2890,0,0,-0.7,1,26,0.7,0.441989270652762,0.100550136894859
"2873",12,22,1,2,233,2,0.044169,1,1,0.7,582,1,82,100,1,1,3087,1,1,0.7,1,18,0.7,0.441989270652762,0.100550136894859
"2874",12,22,1,2,234,2,0.044169,0,1,0.8,754,0,-28,68,0,-0.6,3329,1,0,-0.9,1,96,0.8,0.441989270652762,0.100550136894859
"2875",12,22,1,2,235,2,0.044169,0,1,0.7,729,0,2,68,0,-0.6,3570,1,0,-0.8,1,66,0.7,0.441989270652762,0.100550136894859
"2876",12,22,1,2,236,2,0.044169,1,1,0.6,622,1,68,100,1,1,2637,1,1,1,1,32,0.6,0.441989270652762,0.100550136894859
"2877",12,22,1,2,237,2,0.044169,0,0,-0.6,431,1,68,100,0,-1,2496,1,0,-1,1,32,0.6,0.441989270652762,0.100550136894859
"2878",12,22,1,2,238,2,0.044169,1,1,0.8,1161,1,92,100,1,1,3021,1,1,0.9,1,8,0.8,0.441989270652762,0.100550136894859
"2879",12,22,1,2,239,2,0.044169,1,0,-0.6,403,0,28,28,0,-0.6,2093,0,0,-0.6,0,0,0.6,0.441989270652762,0.100550136894859
"2880",12,22,1,2,240,2,0.044169,1,1,0.6,554,1,68,100,1,1,2674,1,1,1,1,32,0.6,0.441989270652762,0.100550136894859
"2881",13,21,1,1,1,2,0.031389,0,0,-0.8,1911,1,92,98,0,-0.9,5206,1,0,-0.7,1,6,0.8,-0.505274196533218,-0.0921932849790188
"2882",13,21,1,1,2,2,0.031389,1,1,0.8,2435,1,92,100,1,1,5770,1,1,0.8,1,8,0.8,-0.505274196533218,-0.0921932849790188
"2883",13,21,1,1,3,2,0.031389,0,0,-0.7,1091,1,82,98,0,-0.9,3561,1,0,-0.9,1,16,0.7,-0.505274196533218,-0.0921932849790188
"2884",13,21,1,1,4,2,0.031389,0,0,-0.6,728,1,68,68,0,-0.6,7764,1,1,0.6,0,0,0.6,-0.505274196533218,-0.0921932849790188
"2885",13,21,1,1,5,2,0.031389,0,0,-0.7,920,1,82,68,0,-0.6,3845,1,1,0.7,0,-14,0.7,-0.505274196533218,-0.0921932849790188
"2886",13,21,1,1,6,2,0.031389,0,0,-0.9,1619,1,98,98,0,-0.9,3044,1,0,-0.9,1,0,0.9,-0.505274196533218,-0.0921932849790188
"2887",13,21,1,1,7,2,0.031389,0,1,0.6,1631,0,28,68,0,-0.6,3811,1,0,-0.8,1,40,0.6,-0.505274196533218,-0.0921932849790188
"2888",13,21,1,1,8,2,0.031389,0,0,-0.6,1557,1,68,92,0,-0.8,5842,1,0,-1,1,24,0.6,-0.505274196533218,-0.0921932849790188
"2889",13,21,1,1,9,2,0.031389,0,0,-0.7,1162,1,82,92,0,-0.8,3282,1,0,-0.7,1,10,0.7,-0.505274196533218,-0.0921932849790188
"2890",13,21,1,1,10,2,0.031389,0,0,-0.8,920,1,92,100,0,-1,3490,1,0,-1,1,8,0.8,-0.505274196533218,-0.0921932849790188
"2891",13,21,1,1,11,2,0.031389,0,0,-0.8,1448,1,92,92,0,-0.8,3558,1,0,-0.6,1,0,0.8,-0.505274196533218,-0.0921932849790188
"2892",13,21,1,1,12,2,0.031389,1,0,-0.6,1145,0,28,82,1,0.7,4065,1,1,0.9,1,54,0.6,-0.505274196533218,-0.0921932849790188
"2893",13,21,1,1,13,2,0.031389,1,1,0.7,781,1,82,92,1,0.8,2952,1,1,0.9,1,10,0.7,-0.505274196533218,-0.0921932849790188
"2894",13,21,1,1,14,2,0.031389,0,0,-0.9,1349,1,98,98,0,-0.9,3269,1,1,0.6,0,0,0.9,-0.505274196533218,-0.0921932849790188
"2895",13,21,1,1,15,2,0.031389,1,1,0.6,1084,1,68,82,1,0.7,4194,1,1,0.7,1,14,0.6,-0.505274196533218,-0.0921932849790188
"2896",13,21,1,1,16,2,0.031389,1,1,0.8,895,1,92,100,1,1,3230,1,1,0.8,1,8,0.8,-0.505274196533218,-0.0921932849790188
"2897",13,21,1,1,17,2,0.031389,1,1,0.8,1410,1,92,82,1,0.7,4170,1,0,-0.6,0,-10,0.8,-0.505274196533218,-0.0921932849790188
"2898",13,21,1,1,18,2,0.031389,0,0,-0.6,675,1,68,92,0,-0.8,3365,1,0,-1,1,24,0.6,-0.505274196533218,-0.0921932849790188
"2899",13,21,1,1,19,2,0.031389,1,1,0.7,884,1,82,82,1,0.7,2539,1,1,0.7,1,0,0.7,-0.505274196533218,-0.0921932849790188
"2900",13,21,1,1,20,2,0.031389,1,1,0.7,2365,1,82,92,1,0.8,4436,1,1,0.9,1,10,0.7,-0.505274196533218,-0.0921932849790188
"2901",13,21,1,1,21,2,0.031389,0,0,-0.9,1019,1,98,100,0,-1,2869,1,0,-0.9,1,2,0.9,-0.505274196533218,-0.0921932849790188
"2902",13,21,1,1,22,2,0.031389,1,1,0.7,728,1,82,82,1,0.7,2843,1,0,-0.6,0,0,0.7,-0.505274196533218,-0.0921932849790188
"2903",13,21,1,1,23,2,0.031389,0,0,-0.8,1230,1,92,98,0,-0.9,2996,1,0,-0.6,1,6,0.8,-0.505274196533218,-0.0921932849790188
"2904",13,21,1,1,24,2,0.031389,0,0,-0.6,683,1,68,98,0,-0.9,3933,1,0,-0.9,1,30,0.6,-0.505274196533218,-0.0921932849790188
"2905",13,21,1,1,25,2,0.031389,1,1,0.8,1241,1,92,98,1,0.9,2991,1,1,0.8,1,6,0.8,-0.505274196533218,-0.0921932849790188
"2906",13,21,1,1,26,2,0.031389,1,1,0.8,1019,1,92,100,1,1,3184,1,1,0.8,1,8,0.8,-0.505274196533218,-0.0921932849790188
"2907",13,21,1,1,27,2,0.031389,1,0,-0.6,783,0,28,28,0,-0.6,2678,0,1,0.7,1,0,0.6,-0.505274196533218,-0.0921932849790188
"2908",13,21,1,1,28,2,0.031389,0,0,-0.8,1311,1,92,92,0,-0.8,3071,1,0,-0.7,1,0,0.8,-0.505274196533218,-0.0921932849790188
"2909",13,21,1,1,29,2,0.031389,0,0,-0.7,778,1,82,98,0,-0.9,2813,1,0,-0.8,1,16,0.7,-0.505274196533218,-0.0921932849790188
"2910",13,21,1,1,30,2,0.031389,0,0,-0.9,1300,1,98,100,0,-1,3325,1,0,-1,1,2,0.9,-0.505274196533218,-0.0921932849790188
"2911",13,21,1,1,31,2,0.031389,1,1,0.8,1311,1,92,92,1,0.8,2871,1,1,0.6,1,0,0.8,-0.505274196533218,-0.0921932849790188
"2912",13,21,1,1,32,2,0.031389,0,0,-0.9,1585,1,98,98,0,-0.9,2980,1,0,-0.7,1,0,0.9,-0.505274196533218,-0.0921932849790188
"2913",13,21,1,1,33,2,0.031389,1,1,1,1202,1,100,100,1,1,3147,1,0,-0.6,0,0,1,-0.505274196533218,-0.0921932849790188
"2914",13,21,1,1,34,2,0.031389,0,0,-0.9,1202,1,98,100,0,-1,2962,1,0,-0.9,1,2,0.9,-0.505274196533218,-0.0921932849790188
"2915",13,21,1,1,35,2,0.031389,1,1,0.9,1416,1,98,98,1,0.9,2896,1,1,0.6,1,0,0.9,-0.505274196533218,-0.0921932849790188
"2916",13,21,1,1,36,2,0.031389,0,0,-0.9,1177,1,98,100,0,-1,2937,1,0,-1,1,2,0.9,-0.505274196533218,-0.0921932849790188
"2917",13,21,1,1,37,2,0.031389,1,0,-0.8,1166,0,-28,2,0,-0.7,3511,0,1,0.6,1,30,0.8,-0.505274196533218,-0.0921932849790188
"2918",13,21,1,1,38,2,0.031389,0,0,-0.8,1404,1,92,98,0,-0.9,3124,1,0,-0.9,1,6,0.8,-0.505274196533218,-0.0921932849790188
"2919",13,21,1,1,39,2,0.031389,1,1,0.6,821,1,68,82,1,0.7,2726,1,1,0.9,1,14,0.6,-0.505274196533218,-0.0921932849790188
"2920",13,21,1,1,40,2,0.031389,1,1,0.8,895,1,92,98,1,0.9,2891,1,1,0.8,1,6,0.8,-0.505274196533218,-0.0921932849790188
"2921",13,21,1,1,41,2,0.031389,0,0,-0.9,1111,1,98,98,0,-0.9,3061,1,0,-0.6,1,0,0.9,-0.505274196533218,-0.0921932849790188
"2922",13,21,1,1,42,2,0.031389,0,0,-1,1150,1,100,100,0,-1,4295,1,0,-0.8,1,0,1,-0.505274196533218,-0.0921932849790188
"2923",13,21,1,1,43,2,0.031389,0,0,-1,1124,1,100,100,0,-1,3174,1,0,-1,1,0,1,-0.505274196533218,-0.0921932849790188
"2924",13,21,1,1,44,2,0.031389,1,1,0.7,784,1,82,92,1,0.8,2484,1,1,0.8,1,10,0.7,-0.505274196533218,-0.0921932849790188
"2925",13,21,1,1,45,2,0.031389,1,1,0.6,619,1,68,92,1,0.8,2900,1,1,0.9,1,24,0.6,-0.505274196533218,-0.0921932849790188
"2926",13,21,1,1,46,2,0.031389,0,0,-0.8,1378,1,92,92,0,-0.8,3163,1,0,-0.7,1,0,0.8,-0.505274196533218,-0.0921932849790188
"2927",13,21,1,1,47,2,0.031389,1,0,-0.8,1108,0,-28,-28,0,-0.8,8029,0,1,1,1,0,0.8,-0.505274196533218,-0.0921932849790188
"2928",13,21,1,1,48,2,0.031389,1,1,0.8,714,1,92,98,1,0.9,3124,1,1,1,1,6,0.8,-0.505274196533218,-0.0921932849790188
"2929",13,21,1,1,49,2,0.031389,0,0,-0.9,963,1,98,100,0,-1,2843,1,0,-0.9,1,2,0.9,-0.505274196533218,-0.0921932849790188
"2930",13,21,1,1,50,2,0.031389,1,0,-0.6,698,0,28,68,1,0.6,7258,1,1,0.9,1,40,0.6,-0.505274196533218,-0.0921932849790188
"2931",13,21,1,1,51,2,0.031389,1,1,0.6,862,1,68,82,1,0.7,2512,1,1,0.8,1,14,0.6,-0.505274196533218,-0.0921932849790188
"2932",13,21,1,1,52,2,0.031389,1,1,0.8,1037,1,92,92,1,0.8,3057,1,1,0.7,1,0,0.8,-0.505274196533218,-0.0921932849790188
"2933",13,21,1,1,53,2,0.031389,0,0,-0.8,802,1,92,82,0,-0.7,2962,1,1,0.7,0,-10,0.8,-0.505274196533218,-0.0921932849790188
"2934",13,21,1,1,54,2,0.031389,0,0,-0.9,1098,1,98,100,0,-1,3283,1,0,-0.8,1,2,0.9,-0.505274196533218,-0.0921932849790188
"2935",13,21,1,1,55,2,0.031389,1,1,0.8,1611,1,92,92,1,0.8,3621,1,0,-0.6,0,0,0.8,-0.505274196533218,-0.0921932849790188
"2936",13,21,1,1,56,2,0.031389,0,0,-0.6,625,1,68,68,0,-0.6,2430,1,1,0.7,0,0,0.6,-0.505274196533218,-0.0921932849790188
"2937",13,21,1,1,57,2,0.031389,1,1,0.8,919,1,92,98,1,0.9,2729,1,1,0.9,1,6,0.8,-0.505274196533218,-0.0921932849790188
"2938",13,21,1,1,58,2,0.031389,0,0,-0.9,1010,1,98,98,0,-0.9,2585,1,0,-1,1,0,0.9,-0.505274196533218,-0.0921932849790188
"2939",13,21,1,1,59,2,0.031389,1,1,0.8,1773,1,92,98,1,0.9,3564,1,1,1,1,6,0.8,-0.505274196533218,-0.0921932849790188
"2940",13,21,1,1,60,2,0.031389,1,1,0.9,1253,1,98,100,1,1,3328,1,1,1,1,2,0.9,-0.505274196533218,-0.0921932849790188
"2941",13,21,1,1,61,2,0.031389,1,1,0.6,665,1,68,82,1,0.7,2441,1,1,0.6,1,14,0.6,-0.505274196533218,-0.0921932849790188
"2942",13,21,1,1,62,2,0.031389,1,0,-0.6,640,0,28,68,1,0.6,2865,1,1,0.9,1,40,0.6,-0.505274196533218,-0.0921932849790188
"2943",13,21,1,1,63,2,0.031389,0,0,-0.7,710,1,82,92,0,-0.8,2435,1,0,-0.8,1,10,0.7,-0.505274196533218,-0.0921932849790188
"2944",13,21,1,1,64,2,0.031389,1,1,0.6,497,1,68,28,0,-0.6,2482,0,0,-0.6,0,-40,0.6,-0.505274196533218,-0.0921932849790188
"2945",13,21,1,1,65,2,0.031389,1,1,0.7,518,1,82,92,1,0.8,2258,1,1,1,1,10,0.7,-0.505274196533218,-0.0921932849790188
"2946",13,21,1,1,66,2,0.031389,0,0,-0.6,681,1,68,82,0,-0.7,2441,1,0,-0.8,1,14,0.6,-0.505274196533218,-0.0921932849790188
"2947",13,21,1,1,67,2,0.031389,0,0,-0.8,1541,1,92,98,0,-0.9,3486,1,0,-0.7,1,6,0.8,-0.505274196533218,-0.0921932849790188
"2948",13,21,1,1,68,2,0.031389,0,0,-0.8,847,1,92,100,0,-1,3152,1,0,-0.9,1,8,0.8,-0.505274196533218,-0.0921932849790188
"2949",13,21,1,1,69,2,0.031389,0,0,-0.9,1005,1,98,98,0,-0.9,2525,1,0,-0.9,1,0,0.9,-0.505274196533218,-0.0921932849790188
"2950",13,21,1,1,70,2,0.031389,1,1,0.8,889,1,92,100,1,1,3234,1,1,0.9,1,8,0.8,-0.505274196533218,-0.0921932849790188
"2951",13,21,1,1,71,2,0.031389,1,1,0.9,1131,1,98,100,1,1,3196,1,1,0.9,1,2,0.9,-0.505274196533218,-0.0921932849790188
"2952",13,21,1,1,72,2,0.031389,1,1,0.7,706,1,82,98,1,0.9,2571,1,1,1,1,16,0.7,-0.505274196533218,-0.0921932849790188
"2953",13,21,1,1,73,2,0.031389,0,1,0.6,621,0,28,82,0,-0.7,2756,1,0,-0.9,1,54,0.6,-0.505274196533218,-0.0921932849790188
"2954",13,21,1,1,74,2,0.031389,1,1,0.7,720,1,82,92,1,0.8,2346,1,1,1,1,10,0.7,-0.505274196533218,-0.0921932849790188
"2955",13,21,1,1,75,2,0.031389,0,1,0.6,841,0,28,28,1,0.6,2961,0,1,0.6,0,0,0.6,-0.505274196533218,-0.0921932849790188
"2956",13,21,1,1,76,2,0.031389,0,0,-0.7,979,1,82,82,0,-0.7,3299,1,0,-1,1,0,0.7,-0.505274196533218,-0.0921932849790188
"2957",13,21,1,1,77,2,0.031389,1,1,0.7,617,1,82,68,1,0.6,2907,1,0,-0.7,0,-14,0.7,-0.505274196533218,-0.0921932849790188
"2958",13,21,1,1,78,2,0.031389,1,1,0.7,773,1,82,82,1,0.7,2483,1,1,0.7,1,0,0.7,-0.505274196533218,-0.0921932849790188
"2959",13,21,1,1,79,2,0.031389,0,0,-1,1249,1,100,100,0,-1,3349,1,0,-0.8,1,0,1,-0.505274196533218,-0.0921932849790188
"2960",13,21,1,1,80,2,0.031389,0,0,-1,1262,1,100,100,0,-1,3262,1,0,-0.8,1,0,1,-0.505274196533218,-0.0921932849790188
"2961",13,21,1,1,81,2,0.031389,0,0,-0.6,696,1,68,82,0,-0.7,2381,1,0,-0.6,1,14,0.6,-0.505274196533218,-0.0921932849790188
"2962",13,21,1,1,82,2,0.031389,1,1,1,1584,1,100,100,1,1,3675,1,1,0.6,1,0,1,-0.505274196533218,-0.0921932849790188
